1409514977,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514977,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514978,s1-eth1,4268708.00,101050.00,4369758.00,101050,4268708,2828.00,1531.00,4359.00,1531,2828,0.00,0.00,0,0
1409514978,s1-eth2,99664.00,4285362.00,4385026.00,4285362,99664,1510.00,2839.00,4349.00,2839,1510,0.00,0.00,0,0
1409514978,s2-eth1,4285362.00,99664.00,4385026.00,99664,4285362,2839.00,1510.00,4349.00,1510,2839,0.00,0.00,0,0
1409514978,s2-eth2,98146.00,4279306.00,4377452.00,4279306,98146,1487.00,2835.00,4322.00,2835,1487,0.00,0.00,0,0
1409514978,eth0,0.00,60.00,60.00,60,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1409514978,lo,1072.00,1072.00,2144.00,1072,1072,12.00,12.00,24.00,12,12,0.00,0.00,0,0
1409514978,total,8752952.00,8766514.00,17519466.00,8766514,8752952,8676.00,8728.00,17404.00,8728,8676,0.00,0.00,0,0
1409514979,s1-eth1,6252364.00,138402.00,6390766.00,138402,6252364,4134.00,2097.00,6231.00,2097,4134,0.00,0.00,0,0
1409514979,s1-eth2,138402.00,6252228.00,6390630.00,6252228,138402,2097.00,4134.00,6231.00,4134,2097,0.00,0.00,0,0
1409514979,s2-eth1,6252228.00,138402.00,6390630.00,138402,6252228,4134.00,2097.00,6231.00,2097,4134,0.00,0.00,0,0
1409514979,s2-eth2,138534.00,6252228.00,6390762.00,6252228,138534,2099.00,4134.00,6233.00,4134,2099,0.00,0.00,0,0
1409514979,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514979,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514979,total,12781528.00,12781260.00,25562788.00,12781260,12781528,12464.00,12462.00,24926.00,12462,12464,0.00,0.00,0,0
1409514980,s1-eth1,6251792.00,136620.00,6388412.00,136620,6251792,4132.00,2070.00,6202.00,2070,4132,0.00,0.00,0,0
1409514980,s1-eth2,136620.00,6250414.00,6387034.00,6250414,136620,2070.00,4131.00,6201.00,4131,2070,0.00,0.00,0,0
1409514980,s2-eth1,6250414.00,136620.00,6387034.00,136620,6250414,4131.00,2070.00,6201.00,2070,4131,0.00,0.00,0,0
1409514980,s2-eth2,136620.00,6251344.00,6387964.00,6251344,136620,2070.00,4132.00,6202.00,4132,2070,0.00,0.00,0,0
1409514980,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514980,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409514980,total,12775446.00,12774998.00,25550444.00,12774998,12775446,12403.00,12403.00,24806.00,12403,12403,0.00,0.00,0,0
1409514981,s1-eth1,6251410.00,136620.00,6388030.00,136620,6251410,4133.00,2070.00,6203.00,2070,4133,0.00,0.00,0,0
